"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CORO7",3.81239891231701e-93,0.786909078113418,0.372,0.235,1.39537612589715e-88,"1","CORO7"
"AIP",4.37780151916343e-93,0.915758343771824,0.4,0.277,1.60231913402901e-88,"1","AIP"
"IQGAP1",4.512264539261e-93,0.521171942424024,0.612,0.472,1.65153394401492e-88,"1","IQGAP1"
"SF3A2",7.61185450647991e-93,0.909096116216922,0.381,0.254,2.78601486791671e-88,"1","SF3A2"
"COPE",1.75543417754761e-92,0.6452507645798,0.565,0.458,6.42506463324201e-88,"1","COPE"
"LPXN",2.55515375835853e-92,0.666651846696282,0.399,0.253,9.35211827096807e-88,"1","LPXN"
"TPI1",4.91272988884206e-92,0.432228125493469,0.657,0.506,1.79810826661508e-87,"1","TPI1"
"GHITM",5.93796927382825e-92,0.799443074079306,0.456,0.336,2.17335613391388e-87,"1","GHITM"
"MAPK1",1.24562055141948e-91,0.744529842223041,0.332,0.195,4.55909578025043e-87,"1","MAPK1"
"RNF115",1.90189944477632e-91,0.689139242343319,0.386,0.248,6.96114215782581e-87,"1","RNF115"
"RAN1",3.82678956597458e-91,0.443875621713755,0.646,0.499,1.40064324904236e-86,"1","RAN"
"COX8A",7.82874755353747e-91,0.480914477990678,0.631,0.489,2.86539989207025e-86,"1","COX8A"
"POLR2K",3.89877048794897e-90,1.12022365581346,0.339,0.222,1.4269889862942e-85,"1","POLR2K"
"SURF4",8.30358816855011e-90,0.977247217732153,0.366,0.244,3.03919630557103e-85,"1","SURF4"
"HIST1H4C",9.54233485160244e-90,0.41725585503664,0.522,0.393,3.49258997903501e-85,"1","HIST1H4C"
"SELENOK",5.09623799377413e-89,0.566083102819292,0.582,0.456,1.86527406810127e-84,"1","SELENOK"
"UBE2I1",1.0567093196379e-88,0.64451418281178,0.516,0.397,3.86766178080667e-84,"1","UBE2I"
"PSMA6",2.25635838893137e-88,0.720464145183949,0.463,0.339,8.25849733932772e-84,"1","PSMA6"
"UBE2D21",4.2125769872464e-88,0.473044070057906,0.621,0.504,1.54184530310205e-83,"1","UBE2D2"
"DCTN3",6.80626058549377e-88,0.953538365106446,0.374,0.257,2.49115943689657e-83,"1","DCTN3"
"EIF3K1",1.16503284984657e-87,0.375851933900274,0.748,0.611,4.26413673372343e-83,"1","EIF3K"
"ATP5MF",1.58816789399387e-87,0.532637926252465,0.588,0.463,5.81285330880695e-83,"1","ATP5MF"
"CDK6",1.34250281516283e-86,0.80489562133542,0.3,0.176,4.91369455377746e-82,"1","CDK6"
"ASXL2",8.08019225238705e-86,0.895422603267051,0.28,0.159,2.95743116629618e-81,"1","ASXL2"
"PSMB3",8.39601553613904e-86,0.609704339119032,0.513,0.395,3.07302564638225e-81,"1","PSMB3"
"TMEM9B",1.13419457939722e-85,1.13188587767514,0.28,0.166,4.15126558005177e-81,"1","TMEM9B"
"UBXN11",1.31363176290013e-85,0.558689043840432,0.571,0.445,4.80802361539077e-81,"1","UBXN1"
"NACA1",1.41205537189816e-85,0.266440621132066,0.955,0.82,5.16826386668444e-81,"1","NACA"
"RPL311",1.56657936404886e-85,0.293723479969859,0.883,0.729,5.73383713035523e-81,"1","RPL31"
"SPOCK2",6.7964690271898e-85,0.411903506868578,0.379,0.217,2.48757562864174e-80,"1","SPOCK2"
"LAMP1",3.587277031306e-84,0.637618127619404,0.483,0.354,1.31297926622831e-79,"1","LAMP1"
"IRF1",5.55244993246278e-84,0.53402844461205,0.554,0.411,2.0322521997807e-79,"1","IRF1"
"CIRBP1",1.74602042309759e-83,0.348953860169902,0.796,0.677,6.39060935057951e-79,"1","CIRBP"
"ATP6V0E1",5.98471361121064e-83,0.504450499729225,0.61,0.494,2.19046502883921e-78,"1","ATP6V0E1"
"HNRNPA01",6.48946790681157e-83,0.565093366192837,0.582,0.457,2.3752101485721e-78,"1","HNRNPA0"
"SEPTIN61",1.62378865224957e-82,0.40181127025118,0.553,0.402,5.94322884609865e-78,"1","SEPTIN6"
"RPL36A1",7.93991781198033e-81,0.262177691440761,0.946,0.802,2.90608931836292e-76,"1","RPL36A"
"SSNA1",1.15604320458971e-80,1.00594099169239,0.347,0.237,4.23123373311878e-76,"1","SSNA1"
"PCMT1",3.55999132659438e-80,1.00843232582897,0.314,0.203,1.30299242544681e-75,"1","PCMT1"
"SNRPN",1.04241135278766e-79,0.819600189210567,0.393,0.275,3.8153297923381e-75,"1","SNRPN"
"SEMA4D",2.08771552855121e-79,0.474714380062252,0.36,0.222,7.6412476060503e-75,"1","SEMA4D"
"SUMO1",2.47818198442156e-79,0.791505788677633,0.403,0.289,9.07039388118134e-75,"1","SUMO1"
"SPSB3",1.8515445147343e-78,0.755426130042839,0.412,0.296,6.77683807837899e-74,"1","SPSB3"
"PIN1",5.84341182498472e-78,0.92333344259665,0.337,0.227,2.13874716206266e-73,"1","PIN1"
"FBXO7",2.0470485567684e-77,0.958696136400527,0.308,0.195,7.49240242262803e-73,"1","FBXO7"
"TMEM109",3.19418128802059e-77,0.916971676684758,0.359,0.245,1.16910229322842e-72,"1","TMEM109"
"HSPA5",4.64370866432011e-77,0.483701535457224,0.616,0.501,1.6996438082278e-72,"1","HSPA5"
"NAA50",4.9108662087458e-77,0.787693318543821,0.326,0.207,1.79742614106305e-72,"1","NAA50"
"PSMA5",9.11502929126859e-77,0.82391054301585,0.383,0.273,3.33619187089722e-72,"1","PSMA5"
"BHLHE40",2.96926611768536e-76,0.663083648400162,0.381,0.246,1.08678109173402e-71,"1","BHLHE40"
"BAX",9.33280072897587e-76,0.782940080185131,0.379,0.261,3.41589839481246e-71,"1","BAX"
"SNHG61",1.21637589672776e-75,0.520806042957467,0.596,0.479,4.45205741961326e-71,"1","SNHG6"
"DAD1",1.27787747070823e-75,0.53967699284845,0.54,0.436,4.6771593305392e-71,"1","DAD1"
"RPS101",1.5736304140861e-75,0.4582370017226,0.58,0.444,5.75964467859654e-71,"1","RPS10"
